"","KEGG_ID","Human1_ID","Irreversible_Human1","Irreversible.Old","Irreversible","Fil.Irreversible","Pathway","RN","Reaction_formula","C_in","C_out","C_in_name","C_out_name","M_name","Human1.EQUATION","KEGG.EC","Rhea","Gene_symbol_HSA","Human1.ECNumber","Human1.Ensembl","Human1.Symbol","New_KEGG_Symbol","Final.EC","Final.Symbol","RHEA_ID","Reactome_ID","Reactants_SL","Products_SL","SL_change","Reactome_SL","Final_SL","Final_SL_abbr","SL.confirmed","Note","is_core_pathway","Transporter_Class","Is.transport.reaction","is.reaction.group","Reaction.group.Note","is.newly.added.nucleotide.metabolism","is.nucleotide.metabolism","KEGG_module_ids","KEGG_module_names","BDRL_id","C_in_v1.1","C_out_v1.1"
"BDRL_M_32","R00115","MAR03870","TRUE","TRUE","FALSE","TRUE","Glutathione metabolism;Metabolic pathways","rn00480;rn01100","2 C00051 + C00006 <=> C00127 + C00005 + C00080","C00127_m + C00005_m + C00080_m","C00051_m + C00006_m","Glutathione disulfide + NADPH + H+","Glutathione + NADP+"," Glutathione disulfide + NADPH + H+ = Glutathione + NADP+ ","GSSG[m] + H+[m] + NADPH[m] => 2 GSH[m] + NADP+[m]","1.8.1.7","11743","GSR","1.8.1.7","ENSG00000104687","GSR","GSR","1.8.1.7","GSR","11742;11740","","m","m","m","cytosol","Mitochondria","m","Y","","Y","","N","N","","0","0","","","BDRL_M_32","C00127_m + C00005_m + C00080_m","C00051_m + C00006_m"
"BDRL_M_33","R00119","MAR07627","TRUE",NA,"FALSE","TRUE","Nicotinate and nicotinamide metabolism","rn00760","C00006 + C00253 <=> C00153 + C13051","C00006_c + C00253_c","C00153_c + C13051_c","NADP+ + Nicotinate","Nicotinamide + Nicotinic acid adenine dinucleotide phosphate","NADP+ + Nicotinate = Nicotinamide + Nicotinic acid adenine dinucleotide phosphate","H2O[c] + NADP+[c] => ADP-ribose-2-phosphate[c] + H+[c] + nicotinamide[c]","2.4.99.20","19852","BST1;CD38","3.2.2.5","ENSG00000004468 or ENSG00000109743","CD38 or BST1","BST1;CD38","3.2.2.5","CD38;BST1","19849","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_33","C00006_c + C00253_c","C00153_c + C13051_c"
"BDRL_M_34","R00119","MAR08788","TRUE",NA,"FALSE","TRUE","Nicotinate and nicotinamide metabolism","rn00760","C00006 + C00253 <=> C00153 + C13051","C00006_e + C00253_e","C00153_e + C13051_e","NADP+ + Nicotinate","Nicotinamide + Nicotinic acid adenine dinucleotide phosphate","NADP+ + Nicotinate = Nicotinamide + Nicotinic acid adenine dinucleotide phosphate","H2O[e] + NADP+[e] => ADP-ribose-2-phosphate[e] + H+[e] + nicotinamide[e]","2.4.99.20","19852","BST1;CD38","3.2.2.5","ENSG00000004468 or ENSG00000109743","CD38 or BST1","BST1;CD38","3.2.2.5","CD38;BST1","19849","","e","e","e","","Extracellular Matrix","e","Y","","Y","","N","N","","0","0","","","BDRL_M_34","C00006_e + C00253_e","C00153_e + C13051_e"
"BDRL_M_35","R00122","MAR03998","TRUE","FALSE","FALSE","TRUE","Purine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Nucleotide metabolism","rn00230;rn01100;rn01110;rn01232","C00008 + C00001 <=> C00020 + C00009","C00008_c + C00001_c","C00020_c + C00009_c","ADP + H2O","AMP + Orthophosphate","ADP + H2O = AMP + Orthophosphate","","3.6.1.5","61439","ENTPD8;ENTPD1;ENTPD3","3.6.1.5;3.6.1.6","ENSG00000054179 or ENSG00000138185 or ENSG00000168032 or ENSG00000171302 or ENSG00000187097 or ENSG00000188833 or ENSG00000197217 or ENSG00000197586","ENTPD2 or ENTPD1 or ENTPD3 or CANT1 or ENTPD5 or ENTPD8 or ENTPD4 or ENTPD6","ENTPD8;ENTPD1;ENTPD3","3.6.1.5;3.6.1.6","ENTPD2;ENTPD1;ENTPD3;CANT1;ENTPD5;ENTPD8;ENTPD4;ENTPD6","61437;61436","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","1","1","","","BDRL_M_35","C00008_c + C00001_c","C00020_c + C00009_c"
"BDRL_M_36","R00122","MAR03999","TRUE","FALSE","FALSE","TRUE","Purine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Nucleotide metabolism","rn00230;rn01100;rn01110;rn01232","C00008 + C00001 <=> C00020 + C00009","C00008_e + C00001_e","C00020_e + C00009_e","ADP + H2O","AMP + Orthophosphate","ADP + H2O = AMP + Orthophosphate","","3.6.1.5","61439","ENTPD8;ENTPD1;ENTPD3","3.6.1.5","ENSG00000138185 or ENSG00000168032 or ENSG00000188833","ENTPD1 or ENTPD3 or ENTPD8","ENTPD8;ENTPD1;ENTPD3","3.6.1.5","ENTPD8;ENTPD1;ENTPD3","61437;61436","","e","e","e","","Extracellular Matrix","e","Y","","Y","","N","N","","1","1","","","BDRL_M_36","C00008_e + C00001_e","C00020_e + C00009_e"
"BDRL_M_37","R00127","MAR04002","FALSE","TRUE","FALSE","FALSE","Purine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Nucleotide metabolism;Biosynthesis of cofactors","rn00230;rn01100;rn01110;rn01232;rn01240","C00002 + C00020 <=> 2 C00008","C00002_c + C00020_c","C00008_c","ATP + AMP","ADP","ATP + AMP = ADP","","2.7.4.3","12976","AK4;AK7;AK8;AK1;AK2;AK9;AK5","2.7.4.3","ENSG00000004455 or ENSG00000085231 or ENSG00000106992 or ENSG00000140057 or ENSG00000147853 or ENSG00000154027 or ENSG00000155085 or ENSG00000162433 or ENSG00000165695 or ENSG00000273841","AK2 or AK6 or AK1 or AK7 or AK3 or AK5 or AK9 or AK4 or AK8 or TAF9","AK6;AK7;AK8;AK1;AK2;AK4;AK9;AK5","2.7.4.3","AK6;AK7;AK8;AK1;AK2;AK5","12976;12973","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","1","1","M00049","Adenine ribonucleotide biosynthesis, IMP => ADP,ATP","BDRL_M_37","C00002_c + C00020_c","C00008_c"
"BDRL_M_38","R00127","MAR04004","FALSE","TRUE","FALSE","FALSE","Purine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Nucleotide metabolism;Biosynthesis of cofactors","rn00230;rn01100;rn01110;rn01232;rn01240","C00002 + C00020 <=> 2 C00008","C00002_m + C00020_m","C00008_m","ATP + AMP","ADP","ATP + AMP = ADP","","2.7.4.3","12976","AK4;AK7;AK8;AK1;AK2;AK9;AK5","2.7.4.3","ENSG00000004455 or ENSG00000085231 or ENSG00000106992 or ENSG00000140057 or ENSG00000147853 or ENSG00000154027 or ENSG00000155085 or ENSG00000162433 or ENSG00000165695 or ENSG00000273841","AK2 or AK6 or AK1 or AK7 or AK3 or AK5 or AK9 or AK4 or AK8 or TAF9","AK6;AK7;AK8;AK1;AK2;AK4;AK9;AK5","2.7.4.3","AK6;AK7;AK8;AK1;AK2;AK5","12976;12973","","m","m","m","","Mitochondria","m","Y","","Y","","N","N","","1","1","M00049","Adenine ribonucleotide biosynthesis, IMP => ADP,ATP","BDRL_M_38","C00002_m + C00020_m","C00008_m"
"BDRL_M_39","R00130","MAR04058","TRUE","TRUE","FALSE","TRUE","Pantothenate and CoA biosynthesis;Metabolic pathways;Biosynthesis of cofactors","rn00770;rn01100;rn01240","C00002 + C00882 <=> C00008 + C00010","C00002_m + C00882_m","C00008_m + C00010_m","ATP + Dephospho-CoA","ADP + CoA","ATP + Dephospho-CoA = ADP + CoA","ATP[m] + dephospho-CoA[m] => ADP[m] + CoA[m] + H+[m]","2.7.1.24","18248","COASY","2.7.1.24","ENSG00000068120","COASY","COASY","2.7.1.24","COASY","18245","","m","m","m","","Mitochondria","m","Y","","Y","","N","N","","0","0","M00120","Coenzyme A biosynthesis, pantothenate => CoA","BDRL_M_39","C00002_m + C00882_m","C00008_m + C00010_m"
"BDRL_M_40","R00130","MAR03871","TRUE","TRUE","FALSE","TRUE","Pantothenate and CoA biosynthesis;Metabolic pathways;Biosynthesis of cofactors","rn00770;rn01100;rn01240","C00002 + C00882 <=> C00008 + C00010","C00002_c + C00882_c","C00008_c + C00010_c","ATP + Dephospho-CoA","ADP + CoA","ATP + Dephospho-CoA = ADP + CoA","ATP[c] + dephospho-CoA[c] => ADP[c] + CoA[c] + H+[c]","2.7.1.24","18248","COASY","2.7.1.24","ENSG00000068120","COASY","COASY","2.7.1.24","COASY","18245","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","M00120","Coenzyme A biosynthesis, pantothenate => CoA","BDRL_M_40","C00002_c + C00882_c","C00008_c + C00010_c"
"BDRL_M_41","R00135","",NA,NA,"FALSE","TRUE","Arginine and proline metabolism;Metabolic pathways","rn00330;rn01100","C00012 + C00001 <=> C00148 + C00012","C00012_c + C00001_c","C00148_c + C00012_c","Peptide + H2O","L-Proline + Peptide","Peptide + H2O = L-Proline + Peptide","","3.4.11.5",NA,"LAP3","","","","LAP3","3.4.11.5","LAP3","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_41","C00012_c + C00001_c","C00148_c + C00012_c"
"BDRL_M_42","R00135","",NA,NA,"FALSE","TRUE","Arginine and proline metabolism;Metabolic pathways","rn00330;rn01100","C00012 + C00001 <=> C00148 + C00012","C00012_e + C00001_e","C00148_e + C00012_e","Peptide + H2O","L-Proline + Peptide","Peptide + H2O = L-Proline + Peptide","","3.4.11.5",NA,"LAP3","","","","LAP3","3.4.11.5","LAP3","","","","","","","Extracellular Matrix","e","Y","","Y","","N","N","","0","0","","","BDRL_M_42","C00012_e + C00001_e","C00148_e + C00012_e"
"BDRL_M_43","R00137","",NA,"FALSE","FALSE","FALSE","Nicotinate and nicotinamide metabolism;Metabolic pathways","rn00760;rn01100","C00002 + C00455 <=> C00013 + C00003","C00002_c + C00455_c","C00013_c + C00003_c","ATP + Nicotinamide D-ribonucleotide","Diphosphate + NAD+","ATP + Nicotinamide D-ribonucleotide = Diphosphate + NAD+","","2.7.7.1;2.7.7.18","21363","NMNAT2;NMNAT3;NMNAT1","","","","NMNAT2;NMNAT3;NMNAT1","2.7.7.1;2.7.7.18","NMNAT2;NMNAT3;NMNAT1","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_43","C00002_c + C00455_c","C00013_c + C00003_c"
"BDRL_M_44","R00137","",NA,"FALSE","FALSE","FALSE","Nicotinate and nicotinamide metabolism;Metabolic pathways","rn00760;rn01100","C00002 + C00455 <=> C00013 + C00003","C00002_n + C00455_n","C00013_n + C00003_n","ATP + Nicotinamide D-ribonucleotide","Diphosphate + NAD+","ATP + Nicotinamide D-ribonucleotide = Diphosphate + NAD+","","2.7.7.1;2.7.7.18","21363","NMNAT2;NMNAT3;NMNAT1","","","","NMNAT2;NMNAT3;NMNAT1","2.7.7.1;2.7.7.18","NMNAT2;NMNAT3;NMNAT1","","","","","","","Nucleus","n","Y","","Y","","N","N","","0","0","","","BDRL_M_44","C00002_n + C00455_n","C00013_n + C00003_n"
"BDRL_M_45","R00149","MAR03873","TRUE","TRUE","FALSE","TRUE","Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Nitrogen metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids","rn00220;rn00250;rn00910;rn01100;rn01120;rn01200;rn01230","2 C00002 + C00014 + C00011 + C00001 <=> 2 C00008 + C00009 + C00169","C00002_m + C00014_m + C00011_m + C00001_m","C00008_m + C00009_m + C00169_m","ATP + Ammonia + CO2 + H2O","ADP + Orthophosphate + Carbamoyl phosphate","ATP + Ammonia + CO2 + H2O = ADP + Orthophosphate + Carbamoyl phosphate","2 ATP[m] + CO2[m] + H2O[m] + NH3[m] => 2 ADP[m] + carbamoyl-phosphate[m] + 2 H+[m] + Pi[m]","6.3.4.16",NA,"CYP21A2","6.3.4.16","ENSG00000021826","CPS1","CPS1","6.3.4.16","CPS1","","","m","m","m","","Mitochondria","m","Y","","Y","","N","N","","0","0","M00029","Urea cycle","BDRL_M_45","C00002_m + C00014_m + C00011_m + C00001_m","C00008_m + C00009_m + C00169_m"
"BDRL_M_46","R00155","MAR04059","TRUE","FALSE","FALSE","TRUE","Pyrimidine metabolism;Metabolic pathways;Nucleotide metabolism","rn00240;rn01100;rn01232","C00015 + C00001 <=> C00105 + C00009","C00015_r + C00001_r","C00105_r + C00009_r","UDP + H2O","UMP + Orthophosphate","UDP + H2O = UMP + Orthophosphate","","3.6.1.5;3.6.1.6","64879","ENTPD8;ENTPD1;ENTPD3;CANT1;ENTPD6;ENTPD5;ENTPD4","3.6.1.5;3.6.1.6","ENSG00000054179 or ENSG00000138185 or ENSG00000168032 or ENSG00000171302 or ENSG00000187097 or ENSG00000188833 or ENSG00000197217 or ENSG00000197586","ENTPD2 or ENTPD1 or ENTPD3 or CANT1 or ENTPD5 or ENTPD8 or ENTPD4 or ENTPD6","ENTPD8;ENTPD1;ENTPD3;CANT1;ENTPD6;ENTPD5;ENTPD4","3.6.1.5;3.6.1.6","ENTPD2;ENTPD1;ENTPD3;CANT1;ENTPD5;ENTPD8;ENTPD4;ENTPD6","64877;64876","","r","r","r","","Endoplasmic Reticulum","r","Y","","Y","","N","N","","1","1","","","BDRL_M_46","C00015_r + C00001_r","C00105_r + C00009_r"
"BDRL_M_47","R00155","MAR04060","TRUE","FALSE","FALSE","TRUE","Pyrimidine metabolism;Metabolic pathways;Nucleotide metabolism","rn00240;rn01100;rn01232","C00015 + C00001 <=> C00105 + C00009","C00015_e + C00001_e","C00105_e + C00009_e","UDP + H2O","UMP + Orthophosphate","UDP + H2O = UMP + Orthophosphate","","3.6.1.5;3.6.1.6","64879","ENTPD8;ENTPD1;ENTPD3;CANT1;ENTPD6;ENTPD5;ENTPD4","3.6.1.5;3.6.1.6","ENSG00000054179 or ENSG00000138185 or ENSG00000168032 or ENSG00000171302 or ENSG00000187097 or ENSG00000188833 or ENSG00000197217 or ENSG00000197586","ENTPD2 or ENTPD1 or ENTPD3 or CANT1 or ENTPD5 or ENTPD8 or ENTPD4 or ENTPD6","ENTPD8;ENTPD1;ENTPD3;CANT1;ENTPD6;ENTPD5;ENTPD4","3.6.1.5;3.6.1.6","ENTPD2;ENTPD1;ENTPD3;CANT1;ENTPD5;ENTPD8;ENTPD4;ENTPD6","64877;64876","","e","e","e","","Extracellular Matrix","e","Y","","Y","","N","N","","1","1","","","BDRL_M_47","C00015_e + C00001_e","C00105_e + C00009_e"
"BDRL_M_48","R00155","MAR08485","TRUE","FALSE","FALSE","TRUE","Pyrimidine metabolism;Metabolic pathways;Nucleotide metabolism","rn00240;rn01100;rn01232","C00015 + C00001 <=> C00105 + C00009","C00015_g + C00001_g","C00105_g + C00009_g","UDP + H2O","UMP + Orthophosphate","UDP + H2O = UMP + Orthophosphate","","3.6.1.5;3.6.1.6","64879","ENTPD8;ENTPD1;ENTPD3;CANT1;ENTPD6;ENTPD5;ENTPD4","3.6.1.6","ENSG00000171302 or ENSG00000197217 or ENSG00000197586","CANT1 or ENTPD4 or ENTPD6","ENTPD8;ENTPD1;ENTPD3;CANT1;ENTPD6;ENTPD5;ENTPD4","3.6.1.6","CANT1;ENTPD4;ENTPD6","64877;64876","","g","g","g","","Golgi Apparatus","g","Y","","Y","","N","N","","1","1","","","BDRL_M_48","C00015_g + C00001_g","C00105_g + C00009_g"
"BDRL_M_49","R00156","MAR07884","FALSE","FALSE","FALSE","FALSE","Pyrimidine metabolism;Metabolic pathways;Nucleotide metabolism;Biosynthesis of cofactors","rn00240;rn01100;rn01232;rn01240","C00002 + C00015 <=> C00008 + C00075","C00002_n + C00015_n","C00008_n + C00075_n","ATP + UDP","ADP + UTP","ATP + UDP = ADP + UTP","","2.7.4.6","25101","NME6;AK9;NME7;RMRP;NME2;NME3;NME4;NME1-NME2","2.7.4.6","ENSG00000239672 or ENSG00000243678","NME1 or NME2","NME6;AK9;NME7;NME1;NME2;NME3;NME4;NME1-NME2","2.7.4.6","NME1;NME2","25101;25098","","n","n","n","","Nucleus","n","Y","","Y","","N","N","","1","1","M00052","Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP","BDRL_M_49","C00002_n + C00015_n","C00008_n + C00075_n"
"BDRL_M_50","R00156","MAR07883","FALSE","FALSE","FALSE","FALSE","Pyrimidine metabolism;Metabolic pathways;Nucleotide metabolism;Biosynthesis of cofactors","rn00240;rn01100;rn01232;rn01240","C00002 + C00015 <=> C00008 + C00075","C00002_m + C00015_m","C00008_m + C00075_m","ATP + UDP","ADP + UTP","ATP + UDP = ADP + UTP","","2.7.4.6","25101","NME6;AK9;NME7;RMRP;NME2;NME3;NME4;NME1-NME2","2.7.4.6","ENSG00000103024 or ENSG00000103202 or ENSG00000143156 or ENSG00000155085 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678","NME3 or NME4 or NME7 or AK9 or NME6 or NME1 or NME2","NME6;AK9;NME7;NME1;NME2;NME3;NME4;NME1-NME2","2.7.4.6","NME3;NME4;NME7;AK9;NME6;NME1;NME2","25101;25098","","m","m","m","","Mitochondria","m","Y","","Y","","N","N","","1","1","M00052","Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP","BDRL_M_50","C00002_m + C00015_m","C00008_m + C00075_m"
"BDRL_M_51","R00156","MAR04006","FALSE","FALSE","FALSE","FALSE","Pyrimidine metabolism;Metabolic pathways;Nucleotide metabolism;Biosynthesis of cofactors","rn00240;rn01100;rn01232;rn01240","C00002 + C00015 <=> C00008 + C00075","C00002_c + C00015_c","C00008_c + C00075_c","ATP + UDP","ADP + UTP","ATP + UDP = ADP + UTP","","2.7.4.6","25101","NME6;AK9;NME7;RMRP;NME2;NME3;NME4;NME1-NME2","2.7.4.6","ENSG00000103024 or ENSG00000103202 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678","NME3 or NME4 or NME7 or NME6 or NME1 or NME2","NME6;AK9;NME7;NME1;NME2;NME3;NME4;NME1-NME2","2.7.4.6","NME3;NME4;NME7;NME6;NME1;NME2","25101;25098","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","1","1","M00052","Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP","BDRL_M_51","C00002_c + C00015_c","C00008_c + C00075_c"
"BDRL_M_52","R00158","MAR07875","FALSE","FALSE","FALSE","FALSE","Pyrimidine metabolism;Metabolic pathways;Nucleotide metabolism;Biosynthesis of cofactors","rn00240;rn01100;rn01232;rn01240","C00002 + C00105 <=> C00008 + C00015","C00002_m + C00105_m","C00008_m + C00015_m","ATP + UMP","ADP + UDP","ATP + UMP = ADP + UDP","","2.7.4.4;2.7.4.14;2.7.4.22","24403","CMPK2;CMPK1","2.7.4.14","ENSG00000134326","CMPK2","CMPK2;CMPK1","2.7.4.14","CMPK2","24403;24400","","m","m","m","","Mitochondria","m","Y","","Y","","N","N","","1","1","M00052","Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP","BDRL_M_52","C00002_m + C00105_m","C00008_m + C00015_m"
"BDRL_M_53","R00158","MAR04008","FALSE","FALSE","FALSE","FALSE","Pyrimidine metabolism;Metabolic pathways;Nucleotide metabolism;Biosynthesis of cofactors","rn00240;rn01100;rn01232;rn01240","C00002 + C00105 <=> C00008 + C00015","C00002_c + C00105_c","C00008_c + C00015_c","ATP + UMP","ADP + UDP","ATP + UMP = ADP + UDP","","2.7.4.4;2.7.4.14;2.7.4.22","24403","CMPK2;CMPK1","2.7.4.14;2.7.4.4","ENSG00000162368","CMPK1","CMPK2;CMPK1","2.7.4.14;2.7.4.4","CMPK1","24403;24400","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","1","1","M00052","Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP","BDRL_M_53","C00002_c + C00105_c","C00008_c + C00015_c"
"BDRL_M_54","R00158","MAR07876","FALSE","FALSE","FALSE","FALSE","Pyrimidine metabolism;Metabolic pathways;Nucleotide metabolism;Biosynthesis of cofactors","rn00240;rn01100;rn01232;rn01240","C00002 + C00105 <=> C00008 + C00015","C00002_n + C00105_n","C00008_n + C00015_n","ATP + UMP","ADP + UDP","ATP + UMP = ADP + UDP","","2.7.4.4;2.7.4.14;2.7.4.22","24403","CMPK2;CMPK1","2.7.4.14","ENSG00000162368","CMPK1","CMPK2;CMPK1","2.7.4.14","CMPK1","24403;24400","","n","n","n","","Nucleus","n","Y","","Y","","N","N","","1","1","M00052","Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP","BDRL_M_54","C00002_n + C00105_n","C00008_n + C00015_n"
"BDRL_M_55","R00159","MAR04061","TRUE","FALSE","FALSE","TRUE","Pyrimidine metabolism;Metabolic pathways;Nucleotide metabolism","rn00240;rn01100;rn01232","C00075 + C00001 <=> C00015 + C00009","C00075_e + C00001_e","C00015_e + C00009_e","UTP + H2O","UDP + Orthophosphate","UTP + H2O = UDP + Orthophosphate","","3.6.1.5;3.6.1.39","64903","ENTPD8;ENTPD1;ENTPD3","3.6.1.39;3.6.1.5","ENSG00000138185 or ENSG00000168032 or ENSG00000188833","ENTPD1 or ENTPD3 or ENTPD8","ENTPD8;ENTPD1;ENTPD3","3.6.1.39;3.6.1.5","ENTPD1;ENTPD3;ENTPD8","64901;64900","","e","e","e","","Extracellular Matrix","e","Y","","Y","","N","N","","1","1","","","BDRL_M_55","C00075_e + C00001_e","C00015_e + C00009_e"
"BDRL_M_56","R00161","MAR06508","TRUE","TRUE","FALSE","TRUE","Riboflavin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors","rn00740;rn01100;rn01110;rn01240","C00002 + C00061 <=> C00013 + C00016","C00002_c + C00061_c","C00013_c + C00016_c","ATP + FMN","Diphosphate + FAD","ATP + FMN = Diphosphate + FAD","","2.7.7.2","17240","FLAD1","2.7.7.2","ENSG00000160688 or ENSG00000163352","FLAD1 or LENEP","FLAD1","2.7.7.2","FLAD1","17238;17237","","c","c","c","cytosol","Cytosol","c","Y","","Y","","N","N","","0","0","M00125; M00911","Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD | Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD","BDRL_M_56","C00002_c + C00061_c","C00013_c + C00016_c"
"BDRL_M_57","R00177","MAR03875","TRUE","TRUE","FALSE","TRUE","Cysteine and methionine metabolism;One carbon pool by folate;Biosynthesis of various plant secondary metabolites;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of cofactors","rn00270;rn00670;rn00999;rn01100;rn01110;rn01230;rn01240","C00002 + C00073 + C00001 <=> C00009 + C00013 + C00019","C00002_c + C00073_c + C00001_c","C00009_c + C00013_c + C00019_c","ATP + L-Methionine + H2O","Orthophosphate + Diphosphate + S-Adenosyl-L-methionine","ATP + L-Methionine + H2O = Orthophosphate + Diphosphate + S-Adenosyl-L-methionine","ATP[c] + H2O[c] + methionine[c] => Pi[c] + PPi[c] + SAM[c]","2.5.1.6","21083","MAT2B;MAT1A;MAT2A","2.5.1.6","ENSG00000038274 or ENSG00000151224 or ENSG00000168906","MAT2B or MAT1A or MAT2A","MAT2B;MAT1A;MAT2A","2.5.1.6","MAT2B;MAT1A;MAT2A","21080","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","M00034; M00035; M00368; M00609; M00953","Methionine salvage pathway | Methionine degradation | Ethylene biosynthesis, methionine => ethylene | Cysteine biosynthesis, methionine => cysteine | Mugineic acid biosynthesis, methionine => 3-epihydroxymugineic acid","BDRL_M_57","C00002_c + C00073_c + C00001_c","C00009_c + C00013_c + C00019_c"
"BDRL_M_58","R00178","MAR04073","TRUE","TRUE","FALSE","TRUE","Cysteine and methionine metabolism;Arginine and proline metabolism;Metabolic pathways;Biosynthesis of secondary metabolites","rn00270;rn00330;rn01100;rn01110","C00019 + C00080 <=> C01137 + C00011","C00019_c + C00080_c","C01137_c + C00011_c","S-Adenosyl-L-methionine + H+","S-Adenosylmethioninamine + CO2","S-Adenosyl-L-methionine + H+ = S-Adenosylmethioninamine + CO2","H+[c] + SAM[c] => CO2[c] + S-adenosylmethioninamine[c]","4.1.1.50","15984","AMD1","4.1.1.50","ENSG00000123505","AMD1","AMD1","4.1.1.50","AMD1","15982;15981","","c","c","c","cytosol","Cytosol","c","Y","","Y","","N","N","","0","0","M00034; M00133","Methionine salvage pathway | Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine","BDRL_M_58","C00019_c + C00080_c","C01137_c + C00011_c"
"BDRL_M_59","R00181","MAR04080","TRUE","TRUE","FALSE","TRUE","Purine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Nucleotide metabolism","rn00230;rn01100;rn01110;rn01232","C00020 + C00001 <=> C00130 + C00014","C00020_c + C00001_c","C00130_c + C00014_c","AMP + H2O","IMP + Ammonia","AMP + H2O = IMP + Ammonia","","3.5.4.6;3.5.4.17","14780","AMPD1;AMPD2;AMPD3","3.5.4.17;3.5.4.6","ENSG00000116337 or ENSG00000116748 or ENSG00000133805","AMPD2 or AMPD1 or AMPD3","AMPD1;AMPD2;AMPD3","3.5.4.17;3.5.4.6","AMPD2;AMPD1;AMPD3","14777","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","1","1","M00958","Adenine ribonucleotide degradation, AMP => Urate","BDRL_M_59","C00020_c + C00001_c","C00130_c + C00014_c"
"BDRL_M_60","R00183","MAR07713","TRUE","FALSE","FALSE","TRUE","Purine metabolism;Metabolic pathways;Nucleotide metabolism","rn00230;rn01100;rn01232","C00020 + C00001 <=> C00212 + C00009","C00020_l + C00001_l","C00212_l + C00009_l","AMP + H2O","Adenosine + Orthophosphate","AMP + H2O = Adenosine + Orthophosphate","AMP[l] + H2O[l] => adenosine[l] + Pi[l]","3.1.3.5","29378","NT5C1B-RDH14;NT5C2;NT5DC4;NT5C;NT5E;ACP3;NT5M;NT5C1A;NT5C1B","3.1.3.5","ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000185013 or ENSG00000205309","NT5C2 or NT5C1A or NT5C3A or NT5C or NT5E or NT5C3B or NT5C1B or NT5M","NT5C1B-RDH14;NT5C2;NT5DC4;NT5C;NT5E;ACP3;NT5M;NT5C1A;NT5C1B","3.1.3.5","NT5C2;NT5C1A;NT5C3A;NT5C;NT5E;NT5C3B;NT5C1B;NT5M","29376;29375","","l","l","l","cytosol","Lysosome","l","Y","","Y","","N","N","","0","1","M00958","Adenine ribonucleotide degradation, AMP => Urate","BDRL_M_60","C00020_l + C00001_l","C00212_l + C00009_l"
